maintenance_id,property_id,maintenance_date,maintenance_type,cost,description
1186,1036,11/8/2024,Plumbing repair,3764,12-700 - Systems Furniture
1187,1078,10/5/2024,Painting,2799,11-130 - Audio-Visual Equipment
1188,1156,12/13/2024,Electrical maintenance,2330,1-570 - Temporary Controls
1189,1015,4/25/2024,Flooring repair,8239,2-310 - Grading
1190,1143,11/1/2024,Painting,7079,16-200 - Electrical Power
1191,1161,9/16/2024,Window replacement,1921,4-200 - Masonry Units
1192,1070,7/30/2024,,3182,2-300 - Earthwork
1193,1109,4/9/2024,Flooring repair,8292,13-230 - Digester Covers and Appurtenances
1194,1031,5/30/2024,Roofing replacement,841,"10-800 - Toilet, Bath, and Laundry Specialties"
1195,1160,2/26/2024,Plumbing repair,4208,11-040 - Ecclesiastical Equipment
1196,1009,10/16/2024,Flooring repair,4614,13 - Special Construction
1197,1090,2/18/2024,Window replacement,3642,5-700 - Ornamental Metal
1198,1102,10/17/2024,Flooring repair,4667,3-400 - Precast Concrete
1199,1147,4/19/2024,Roofing replacement,1530,9-050 - Basic Finish Materials and Methods
1200,1101,5/14/2024,Window replacement,795,5-800 - Expansion Control
